synthetic_case_id,split,coverage,critical_coverage,matched_chunks,id_conflicts,amount_conflicts,date_conflicts,status_conflicts,identity_coverage,label,synthetic
SYNTHETIC-00587,train,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00588,train,0.9215908712416019,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00589,train,0.5378978967478627,1.0,6.0,1.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00590,train,0.6522974798121344,0.0,7.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00591,validation,0.9067212756807888,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00592,held_out_test,0.6657940835843191,1.0,4.0,0.0,0.0,1.0,0.0,1.0,0,True
SYNTHETIC-00593,train,0.2952816208802349,0.0,2.0,0.0,1.0,0.0,0.0,0.5,0,True
SYNTHETIC-00594,held_out_test,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00595,held_out_test,0.39404873753826974,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00596,train,0.18105820805327383,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,True
SYNTHETIC-00597,train,0.5521241842486935,1.0,5.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00598,held_out_test,0.6642782125295363,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00599,train,0.8995945883906289,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00600,train,0.8772679388908698,1.0,8.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00601,train,0.09146229894824658,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00602,train,0.5964313101034182,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00603,validation,0.3347096860113241,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00604,train,0.6648305260495747,0.0,2.0,0.0,0.0,1.0,0.0,0.5,0,True
SYNTHETIC-00605,train,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,True
SYNTHETIC-00606,validation,0.7357882020207736,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00607,train,0.6332371717135851,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00608,held_out_test,0.468002167446158,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00609,train,1.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00610,held_out_test,0.6487046038390654,1.0,8.0,0.0,0.0,0.0,1.0,1.0,0,True
SYNTHETIC-00611,held_out_test,0.45514022502113166,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00612,train,0.3169706669239808,0.0,5.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00613,train,0.5286960869840621,0.0,4.0,0.0,1.0,1.0,0.0,1.0,0,True
SYNTHETIC-00614,validation,0.35940179928859295,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0,True
SYNTHETIC-00615,validation,0.8319959977353586,1.0,5.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00616,held_out_test,0.7143908026692628,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00617,train,0.5881596538188427,0.0,5.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00618,validation,0.8821993450409543,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00619,train,0.31822166264817286,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0,True
SYNTHETIC-00620,held_out_test,0.3244378865062669,1.0,7.0,0.0,0.0,0.0,1.0,1.0,0,True
SYNTHETIC-00621,train,0.15876388966863836,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00622,train,0.7328394521916941,1.0,7.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00623,train,0.6926195474899832,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00624,validation,0.7750858324723656,0.0,4.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00625,held_out_test,1.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00626,train,0.2982735986284327,0.0,8.0,0.0,1.0,0.0,0.0,1.0,0,True
SYNTHETIC-00627,train,0.7682009500170391,1.0,7.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00628,train,0.6093849618484386,1.0,6.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00629,held_out_test,0.8729595440266036,1.0,4.0,0.0,0.0,1.0,0.0,1.0,0,True
SYNTHETIC-00630,validation,0.5029264088685502,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00631,train,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00632,held_out_test,0.48940766575677486,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00633,held_out_test,0.44862964584031106,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00634,validation,0.6784198065609854,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00635,held_out_test,0.07930414707762526,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0,True
SYNTHETIC-00636,train,0.8401979546461485,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00637,held_out_test,0.7016267875421061,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00638,validation,0.479850730546786,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00639,validation,0.4524739880505768,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00640,train,0.15974908291854825,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00641,validation,0.8645239809112468,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00642,train,0.26194654227191283,1.0,6.0,0.0,1.0,1.0,0.0,1.0,0,True
SYNTHETIC-00643,train,0.4248338072870694,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00644,train,0.4018553472987697,1.0,6.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00645,train,0.5078243974948544,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00646,train,0.7238634350845279,1.0,8.0,0.0,1.0,0.0,0.0,1.0,0,True
SYNTHETIC-00647,train,0.21473658657149006,0.0,2.0,0.0,1.0,0.0,0.0,0.5,0,True
SYNTHETIC-00648,held_out_test,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00649,train,0.4452754342287363,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00650,train,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00651,held_out_test,0.6225498765272933,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0,True
SYNTHETIC-00652,validation,0.5827942819218889,1.0,6.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00653,train,0.8343368102134592,1.0,7.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00654,held_out_test,0.39900011098207794,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00655,train,0.6000224528126388,1.0,7.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00656,validation,0.04107265660251139,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00657,train,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00658,train,0.9054309543895344,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00659,held_out_test,0.29183354873924305,1.0,5.0,0.0,0.0,0.0,1.0,1.0,0,True
SYNTHETIC-00660,validation,0.485589232236893,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00661,train,0.5952297919891628,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00662,train,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00663,train,0.3072262427463416,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00664,validation,0.67806188638456,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00665,train,0.1337720627945008,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0,True
SYNTHETIC-00666,train,0.5394555198977008,1.0,6.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00667,validation,0.938893963532397,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0,True
SYNTHETIC-00668,held_out_test,0.5700688507615934,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00669,train,0.11512706103742373,0.0,5.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00670,held_out_test,0.2810690402753848,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00671,train,0.8421773503454888,1.0,6.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00672,validation,0.4360495355014522,1.0,6.0,1.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00673,train,0.6221603303011306,0.0,8.0,0.0,1.0,1.0,0.0,1.0,0,True
SYNTHETIC-00674,held_out_test,0.43183707186854503,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00675,train,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00676,train,0.35679527633456165,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00677,train,0.5735878400502119,1.0,6.0,0.0,0.0,1.0,0.0,1.0,0,True
SYNTHETIC-00678,validation,0.20436554387039824,0.0,4.0,0.0,0.0,0.0,1.0,0.5,0,True
SYNTHETIC-00679,held_out_test,0.8686213283856701,1.0,8.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00680,held_out_test,0.516498793410834,1.0,6.0,1.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00681,train,0.5607169393122658,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00682,validation,1.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00683,train,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00684,held_out_test,0.09194095763788407,1.0,5.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00685,train,0.5889811976829845,1.0,6.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00686,validation,0.6000890004037536,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00687,train,1.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00688,validation,0.3840510264689425,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0,True
SYNTHETIC-00689,train,0.5437747064760544,0.0,8.0,0.0,1.0,0.0,0.0,1.0,0,True
SYNTHETIC-00690,train,0.26591931190153006,0.0,2.0,1.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00691,validation,0.34618745428266273,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00692,train,0.6752568530969141,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0,True
SYNTHETIC-00693,held_out_test,0.7134606728425684,0.0,8.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00694,train,0.5304158788598401,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00695,train,0.6439636264941528,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0,True
SYNTHETIC-00696,train,0.6833949786113527,0.0,7.0,0.0,0.0,0.0,1.0,0.5,0,True
SYNTHETIC-00697,validation,1.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00698,validation,0.47876578606900694,0.0,7.0,1.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00699,validation,0.3200289525217779,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00700,validation,0.9132930423060185,1.0,2.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00701,train,0.15833487196783647,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,True
SYNTHETIC-00702,train,0.49635141730168636,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00703,train,0.86227157297826,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,True
SYNTHETIC-00704,held_out_test,0.3268688956784272,0.0,7.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00705,train,1.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,0,True
SYNTHETIC-00706,train,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00707,train,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00708,train,0.18960334575131127,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00709,held_out_test,0.5916365052077877,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00710,train,0.8602113025554187,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00711,train,0.8490576538028752,1.0,6.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00712,validation,0.9096800969919573,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00713,train,0.36299623659383484,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0,True
SYNTHETIC-00714,held_out_test,0.5399403949236268,1.0,7.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00715,train,0.5745621174426924,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00716,train,0.5643958901263036,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00717,held_out_test,1.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00718,train,0.5928213652639457,0.0,2.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00719,train,1.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00720,train,0.01696241442760204,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00721,train,0.852575467237697,1.0,6.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00722,train,0.9497568228299873,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00723,train,0.7859240954360044,1.0,4.0,0.0,0.0,1.0,0.0,1.0,0,True
SYNTHETIC-00724,train,0.7969575930444406,1.0,8.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00725,held_out_test,0.25603364088962055,1.0,7.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00726,train,0.3014916879124221,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00727,held_out_test,0.8574940397868317,1.0,7.0,0.0,1.0,0.0,0.0,1.0,0,True
SYNTHETIC-00728,train,0.7214302092556828,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00729,validation,0.4072942829974632,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00730,train,0.06425047394983245,1.0,7.0,0.0,0.0,0.0,1.0,1.0,0,True
SYNTHETIC-00731,train,0.7768874225953173,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0,True
SYNTHETIC-00732,train,0.6471028370330066,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00733,train,0.4284910482498952,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00734,train,0.39653228705793697,1.0,5.0,1.0,0.0,1.0,0.0,1.0,0,True
SYNTHETIC-00735,train,0.1041105140991516,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00736,held_out_test,0.432267553813862,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00737,train,0.2364678312206176,0.0,8.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00738,train,0.2838351189526115,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0,True
SYNTHETIC-00739,train,0.617729553424192,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00740,held_out_test,0.4417776857277478,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0,True
SYNTHETIC-00741,train,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00742,train,0.6986839666207469,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00743,train,0.15448104262826026,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0,True
SYNTHETIC-00744,train,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.5,0,True
SYNTHETIC-00745,held_out_test,0.9151470156817165,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00746,train,0.629320337887063,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00747,validation,0.7763018636584044,0.0,7.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00748,train,0.5085604045530614,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00749,held_out_test,0.5831835116167001,1.0,7.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00750,train,0.5144147285934071,0.0,6.0,0.0,1.0,0.0,0.0,1.0,0,True
SYNTHETIC-00751,train,0.6934092662696428,1.0,8.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00752,train,0.8909881664627965,1.0,6.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00753,validation,0.6461916550215642,1.0,4.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00754,validation,0.8464529985384068,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00755,train,0.7149077780625365,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0,True
SYNTHETIC-00756,train,0.24380047900889174,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0,True
SYNTHETIC-00757,train,0.7039333636913175,1.0,8.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00758,validation,0.46377792255640227,1.0,5.0,0.0,0.0,0.0,1.0,0.5,0,True
SYNTHETIC-00759,train,0.298604314899484,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00760,train,0.7569765185926189,1.0,8.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00761,train,0.795885369678925,1.0,8.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00762,train,0.3867537813844807,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00763,held_out_test,0.6387935164354405,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0,True
SYNTHETIC-00764,held_out_test,0.7129155908297243,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0,True
SYNTHETIC-00765,held_out_test,0.9979742212468248,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0,True
SYNTHETIC-00766,validation,0.5450381960607057,1.0,7.0,0.0,1.0,0.0,0.0,1.0,0,True
SYNTHETIC-00767,train,0.9013632063538412,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0,True
SYNTHETIC-00768,train,0.3167737189801551,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00769,held_out_test,0.29916526154763756,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00770,train,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00771,train,0.7424445736051397,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00772,validation,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0,True
SYNTHETIC-00773,train,0.16337184722122533,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00774,held_out_test,1.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00775,train,0.7753218381602919,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0,True
SYNTHETIC-00776,train,0.9143783164843587,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00777,train,0.9464728124437711,1.0,6.0,0.0,0.0,0.0,1.0,1.0,0,True
SYNTHETIC-00778,held_out_test,0.35728708592722086,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00779,train,0.671114082038613,1.0,6.0,0.0,1.0,0.0,0.0,1.0,0,True
SYNTHETIC-00780,train,0.6090489351133781,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00781,train,0.4097565451407608,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00782,held_out_test,0.028160167017125703,0.0,7.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00783,train,0.968192800519917,1.0,2.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00784,validation,0.8777633710541046,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00785,train,0.3294661016079381,1.0,5.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00786,validation,0.8630601259075826,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00787,held_out_test,0.8241190839784187,0.0,8.0,0.0,1.0,1.0,0.0,1.0,0,True
SYNTHETIC-00788,train,0.18202564032368945,1.0,6.0,0.0,0.0,0.0,1.0,1.0,0,True
SYNTHETIC-00789,held_out_test,0.9221979196642104,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00790,train,0.5694140376828082,1.0,8.0,1.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00791,train,0.7756867668911102,1.0,2.0,0.0,0.0,1.0,0.0,0.5,0,True
SYNTHETIC-00792,train,0.7809977254085521,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00793,train,0.6072472417198589,1.0,7.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00794,train,0.06902618118432984,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00795,train,0.6674700325124565,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00796,validation,0.2781240741444163,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00797,validation,0.6061288260933446,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00798,train,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00799,train,0.8152665374933572,0.0,8.0,0.0,0.0,0.0,1.0,1.0,0,True
SYNTHETIC-00800,train,0.9539505638961261,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00801,train,0.6897796485870045,1.0,7.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00802,train,0.8174419125642602,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,True
SYNTHETIC-00803,train,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0,True
SYNTHETIC-00804,train,0.2784448396453033,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00805,validation,0.7515460930415998,1.0,8.0,1.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00806,train,0.5252903816052685,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00807,train,0.6620326232189945,1.0,6.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00808,train,0.27692558240098786,0.0,7.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00809,validation,0.3625634000831607,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0,True
SYNTHETIC-00810,train,0.18950735576727948,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00811,train,0.7858620749757157,0.0,4.0,0.0,0.0,1.0,1.0,0.5,0,True
SYNTHETIC-00812,train,0.6476675015853642,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0,True
SYNTHETIC-00813,train,0.43018611944647317,1.0,7.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00814,held_out_test,0.7346657732027375,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0,True
SYNTHETIC-00815,train,0.6200580051265975,1.0,6.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00816,train,0.5502087714141083,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0,True
SYNTHETIC-00817,train,1.0,1.0,5.0,0.0,1.0,0.0,1.0,0.5,0,True
SYNTHETIC-00818,train,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00819,held_out_test,0.7898209067429218,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00820,held_out_test,0.5295200752468268,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00821,validation,0.6684097803346735,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00822,train,0.1253303067184781,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00823,validation,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00824,held_out_test,0.8856618873366274,1.0,7.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00825,train,0.7308563221712615,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00826,validation,0.9217306869002302,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00827,train,0.19618430761481176,0.0,7.0,1.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00828,validation,0.502271530045479,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,True
SYNTHETIC-00829,train,0.5607504930578645,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00830,train,0.22917938539760727,1.0,8.0,1.0,0.0,0.0,1.0,1.0,0,True
SYNTHETIC-00831,train,0.9238723190693612,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,True
SYNTHETIC-00832,train,0.31051879922748415,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00833,validation,0.33967383645741966,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00834,train,1.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,0,True
SYNTHETIC-00835,train,1.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00836,train,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0,True
SYNTHETIC-00837,held_out_test,0.5289300107433829,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00838,train,0.8975159206494896,1.0,8.0,1.0,0.0,0.0,1.0,1.0,0,True
